id,worker_id,action,timestamp,location_id,work_id,worker_profession
412,6,Clock Out,2024-10-25T17:07:00,4.0,41.0,Slinger
413,7,Clock In,2024-10-25T08:01:00,,,Assembler
414,7,Clock Out,2024-10-25T16:01:00,6.0,31.0,Assembler
415,10,Clock In,2024-10-25T08:28:00,,,Steel Fixer
416,10,Clock Out,2024-10-25T15:28:00,3.0,19.0,Steel Fixer
417,11,Clock In,2024-10-25T08:23:00,,,Site Manager
418,11,Clock Out,2024-10-25T17:23:00,2.0,26.0,Site Manager
419,2,Clock In,2024-10-26T08:10:00,,,Slinger
420,2,Clock Out,2024-10-26T15:10:00,4.0,32.0,Slinger
421,6,Clock In,2024-10-26T08:09:00,,,Slinger
422,6,Clock Out,2024-10-26T15:09:00,4.0,12.0,Slinger
423,7,Clock In,2024-10-26T08:30:00,,,Assembler
424,7,Clock Out,2024-10-26T18:30:00,3.0,33.0,Assembler
425,8,Clock In,2024-10-26T08:29:00,,,Assembler
426,8,Clock Out,2024-10-26T16:29:00,3.0,22.0,Assembler
427,9,Clock In,2024-10-26T08:12:00,,,Shuttering Carpenter
428,9,Clock Out,2024-10-26T16:12:00,5.0,12.0,Shuttering Carpenter
429,10,Clock In,2024-10-26T08:27:00,,,Steel Fixer
430,10,Clock Out,2024-10-26T17:27:00,4.0,36.0,Steel Fixer
431,11,Clock In,2024-10-26T08:08:00,,,Site Manager
432,11,Clock Out,2024-10-26T18:08:00,4.0,13.0,Site Manager
433,2,Clock In,2024-10-27T08:06:00,,,Slinger
434,2,Clock Out,2024-10-27T16:06:00,4.0,8.0,Slinger
435,3,Clock In,2024-10-27T08:12:00,,,Assembler
436,3,Clock Out,2024-10-27T15:12:00,1.0,22.0,Assembler
437,4,Clock In,2024-10-27T08:13:00,,,Assembler
438,4,Clock Out,2024-10-27T16:13:00,2.0,12.0,Assembler
439,5,Clock In,2024-10-27T08:28:00,,,Assembler
440,5,Clock Out,2024-10-27T15:28:00,6.0,3.0,Assembler
441,6,Clock In,2024-10-27T08:17:00,,,Slinger
442,6,Clock Out,2024-10-27T17:17:00,4.0,34.0,Slinger
443,7,Clock In,2024-10-27T08:29:00,,,Assembler
444,7,Clock Out,2024-10-27T18:29:00,1.0,34.0,Assembler
445,8,Clock In,2024-10-27T08:05:00,,,Assembler
446,8,Clock Out,2024-10-27T16:05:00,6.0,32.0,Assembler
447,10,Clock In,2024-10-27T08:05:00,,,Steel Fixer
448,10,Clock Out,2024-10-27T15:05:00,1.0,15.0,Steel Fixer
449,11,Clock In,2024-10-27T08:05:00,,,Site Manager
450,11,Clock Out,2024-10-27T17:05:00,7.0,34.0,Site Manager
451,1,Clock In,2024-10-28T08:16:00,,,Shuttering Carpenter
452,1,Clock Out,2024-10-28T17:16:00,1.0,28.0,Shuttering Carpenter
453,5,Clock In,2024-10-28T08:01:00,,,Assembler
454,5,Clock Out,2024-10-28T15:01:00,1.0,39.0,Assembler
455,6,Clock In,2024-10-28T08:04:00,,,Slinger
456,6,Clock Out,2024-10-28T17:04:00,2.0,1.0,Slinger
457,7,Clock In,2024-10-28T08:26:00,,,Assembler
458,7,Clock Out,2024-10-28T18:26:00,7.0,27.0,Assembler
459,8,Clock In,2024-10-28T08:28:00,,,Assembler
460,8,Clock Out,2024-10-28T18:28:00,1.0,29.0,Assembler
461,9,Clock In,2024-10-28T08:23:00,,,Shuttering Carpenter
462,9,Clock Out,2024-10-28T15:23:00,1.0,19.0,Shuttering Carpenter
463,11,Clock In,2024-10-28T08:29:00,,,Site Manager
464,11,Clock Out,2024-10-28T17:29:00,5.0,7.0,Site Manager
465,1,Clock In,2024-10-29T08:06:00,,,Shuttering Carpenter
466,1,Clock Out,2024-10-29T17:06:00,3.0,33.0,Shuttering Carpenter
467,2,Clock In,2024-10-29T08:07:00,,,Slinger
468,2,Clock Out,2024-10-29T17:07:00,1.0,16.0,Slinger
469,3,Clock In,2024-10-29T08:03:00,,,Assembler
470,3,Clock Out,2024-10-29T15:03:00,1.0,30.0,Assembler
471,5,Clock In,2024-10-29T08:28:00,,,Assembler
472,5,Clock Out,2024-10-29T15:28:00,4.0,21.0,Assembler
473,7,Clock In,2024-10-29T08:04:00,,,Assembler
474,7,Clock Out,2024-10-29T17:04:00,7.0,41.0,Assembler
475,8,Clock In,2024-10-29T08:15:00,,,Assembler
476,8,Clock Out,2024-10-29T16:15:00,6.0,22.0,Assembler
477,9,Clock In,2024-10-29T08:07:00,,,Shuttering Carpenter
478,9,Clock Out,2024-10-29T18:07:00,1.0,39.0,Shuttering Carpenter
479,11,Clock In,2024-10-29T08:25:00,,,Site Manager
480,11,Clock Out,2024-10-29T15:25:00,2.0,33.0,Site Manager
481,1,Clock In,2024-10-30T08:14:00,,,Shuttering Carpenter
482,1,Clock Out,2024-10-30T16:14:00,6.0,38.0,Shuttering Carpenter
483,2,Clock In,2024-10-30T08:03:00,,,Slinger
484,2,Clock Out,2024-10-30T15:03:00,4.0,39.0,Slinger
485,3,Clock In,2024-10-30T08:06:00,,,Assembler
486,3,Clock Out,2024-10-30T15:06:00,4.0,8.0,Assembler
487,4,Clock In,2024-10-30T08:11:00,,,Assembler
488,4,Clock Out,2024-10-30T16:11:00,6.0,41.0,Assembler
489,5,Clock In,2024-10-30T08:10:00,,,Assembler
490,5,Clock Out,2024-10-30T18:10:00,7.0,13.0,Assembler
491,6,Clock In,2024-10-30T08:15:00,,,Slinger
492,6,Clock Out,2024-10-30T16:15:00,5.0,38.0,Slinger
493,7,Clock In,2024-10-30T08:22:00,,,Assembler
494,7,Clock Out,2024-10-30T15:22:00,3.0,2.0,Assembler
495,9,Clock In,2024-10-30T08:06:00,,,Shuttering Carpenter
496,9,Clock Out,2024-10-30T15:06:00,3.0,39.0,Shuttering Carpenter
497,10,Clock In,2024-10-30T08:07:00,,,Steel Fixer
498,10,Clock Out,2024-10-30T18:07:00,1.0,4.0,Steel Fixer
499,1,Clock In,2024-10-31T08:07:00,,,Shuttering Carpenter
500,1,Clock Out,2024-10-31T17:07:00,3.0,24.0,Shuttering Carpenter
501,2,Clock In,2024-10-31T08:09:00,,,Slinger
502,2,Clock Out,2024-10-31T16:09:00,4.0,26.0,Slinger
503,3,Clock In,2024-10-31T08:29:00,,,Assembler
504,3,Clock Out,2024-10-31T15:29:00,5.0,26.0,Assembler
505,4,Clock In,2024-10-31T08:27:00,,,Assembler
506,4,Clock Out,2024-10-31T16:27:00,6.0,39.0,Assembler
507,8,Clock In,2024-10-31T08:15:00,,,Assembler
508,8,Clock Out,2024-10-31T17:15:00,5.0,13.0,Assembler
509,9,Clock In,2024-10-31T08:06:00,,,Shuttering Carpenter
510,9,Clock Out,2024-10-31T15:06:00,2.0,35.0,Shuttering Carpenter
511,10,Clock In,2024-10-31T08:27:00,,,Steel Fixer
512,10,Clock Out,2024-10-31T18:27:00,5.0,20.0,Steel Fixer
513,11,Clock In,2024-10-31T08:04:00,,,Site Manager
514,11,Clock Out,2024-10-31T15:04:00,4.0,15.0,Site Manager
515,1,Clock In,2024-11-01T08:00:00,,,Shuttering Carpenter
516,1,Clock Out,2024-11-01T17:00:00,7.0,16.0,Shuttering Carpenter
517,2,Clock In,2024-11-01T08:16:00,,,Slinger
518,2,Clock Out,2024-11-01T15:16:00,4.0,9.0,Slinger
519,3,Clock In,2024-11-01T08:14:00,,,Assembler
520,3,Clock Out,2024-11-01T18:14:00,2.0,33.0,Assembler
521,5,Clock In,2024-11-01T08:03:00,,,Assembler
522,5,Clock Out,2024-11-01T18:03:00,4.0,41.0,Assembler
523,6,Clock In,2024-11-01T08:16:00,,,Slinger
524,6,Clock Out,2024-11-01T18:16:00,2.0,8.0,Slinger
525,8,Clock In,2024-11-01T08:13:00,,,Assembler
526,8,Clock Out,2024-11-01T18:13:00,3.0,35.0,Assembler
527,9,Clock In,2024-11-01T08:30:00,,,Shuttering Carpenter
528,9,Clock Out,2024-11-01T17:30:00,2.0,27.0,Shuttering Carpenter
529,10,Clock In,2024-11-01T08:18:00,,,Steel Fixer
530,10,Clock Out,2024-11-01T16:18:00,4.0,15.0,Steel Fixer
531,11,Clock In,2024-11-01T08:07:00,,,Site Manager
532,11,Clock Out,2024-11-01T16:07:00,1.0,26.0,Site Manager
533,2,Clock In,2024-11-02T08:01:00,,,Slinger
534,2,Clock Out,2024-11-02T15:01:00,3.0,15.0,Slinger
535,3,Clock In,2024-11-02T08:08:00,,,Assembler
536,3,Clock Out,2024-11-02T17:08:00,1.0,36.0,Assembler
537,4,Clock In,2024-11-02T08:03:00,,,Assembler
538,4,Clock Out,2024-11-02T16:03:00,2.0,3.0,Assembler
539,5,Clock In,2024-11-02T08:30:00,,,Assembler
540,5,Clock Out,2024-11-02T16:30:00,4.0,10.0,Assembler
541,6,Clock In,2024-11-02T08:27:00,,,Slinger
542,6,Clock Out,2024-11-02T16:27:00,4.0,21.0,Slinger
543,7,Clock In,2024-11-02T08:03:00,,,Assembler
544,7,Clock Out,2024-11-02T17:03:00,7.0,41.0,Assembler
545,8,Clock In,2024-11-02T08:23:00,,,Assembler
546,8,Clock Out,2024-11-02T17:23:00,3.0,15.0,Assembler
547,9,Clock In,2024-11-02T08:13:00,,,Shuttering Carpenter
548,9,Clock Out,2024-11-02T18:13:00,7.0,35.0,Shuttering Carpenter
549,10,Clock In,2024-11-02T08:09:00,,,Steel Fixer
550,10,Clock Out,2024-11-02T16:09:00,7.0,42.0,Steel Fixer
551,1,Clock In,2024-11-03T08:19:00,,,Shuttering Carpenter
552,1,Clock Out,2024-11-03T18:19:00,1.0,32.0,Shuttering Carpenter
553,3,Clock In,2024-11-03T08:20:00,,,Assembler
554,3,Clock Out,2024-11-03T15:20:00,6.0,17.0,Assembler
555,4,Clock In,2024-11-03T08:30:00,,,Assembler
556,4,Clock Out,2024-11-03T18:30:00,7.0,31.0,Assembler
557,5,Clock In,2024-11-03T08:17:00,,,Assembler
558,5,Clock Out,2024-11-03T18:17:00,4.0,10.0,Assembler
559,6,Clock In,2024-11-03T08:16:00,,,Slinger
560,6,Clock Out,2024-11-03T17:16:00,1.0,37.0,Slinger
561,8,Clock In,2024-11-03T08:19:00,,,Assembler
562,8,Clock Out,2024-11-03T17:19:00,4.0,17.0,Assembler
563,10,Clock In,2024-11-03T08:25:00,,,Steel Fixer
564,10,Clock Out,2024-11-03T18:25:00,3.0,3.0,Steel Fixer
565,11,Clock In,2024-11-03T08:01:00,,,Site Manager
566,11,Clock Out,2024-11-03T16:01:00,4.0,29.0,Site Manager
567,1,Clock In,2024-11-04T08:16:00,,,Shuttering Carpenter
568,1,Clock Out,2024-11-04T16:16:00,2.0,11.0,Shuttering Carpenter
569,2,Clock In,2024-11-04T08:28:00,,,Slinger
570,2,Clock Out,2024-11-04T16:28:00,6.0,32.0,Slinger
571,5,Clock In,2024-11-04T08:05:00,,,Assembler
572,5,Clock Out,2024-11-04T16:05:00,2.0,3.0,Assembler
573,6,Clock In,2024-11-04T08:01:00,,,Slinger
574,6,Clock Out,2024-11-04T15:01:00,6.0,26.0,Slinger
575,7,Clock In,2024-11-04T08:16:00,,,Assembler
576,7,Clock Out,2024-11-04T18:16:00,2.0,27.0,Assembler
577,8,Clock In,2024-11-04T08:26:00,,,Assembler
578,8,Clock Out,2024-11-04T17:26:00,4.0,7.0,Assembler
579,9,Clock In,2024-11-04T08:19:00,,,Shuttering Carpenter
580,9,Clock Out,2024-11-04T17:19:00,1.0,13.0,Shuttering Carpenter
581,10,Clock In,2024-11-04T08:24:00,,,Steel Fixer
582,10,Clock Out,2024-11-04T15:24:00,2.0,38.0,Steel Fixer
583,11,Clock In,2024-11-04T08:18:00,,,Site Manager
584,11,Clock Out,2024-11-04T15:18:00,4.0,9.0,Site Manager
585,1,Clock In,2024-11-05T08:10:00,,,Shuttering Carpenter
586,1,Clock Out,2024-11-05T16:10:00,7.0,26.0,Shuttering Carpenter
587,2,Clock In,2024-11-05T08:27:00,,,Slinger
588,2,Clock Out,2024-11-05T18:27:00,3.0,20.0,Slinger
589,5,Clock In,2024-11-05T08:07:00,,,Assembler
590,5,Clock Out,2024-11-05T16:07:00,6.0,6.0,Assembler
591,6,Clock In,2024-11-05T08:05:00,,,Slinger
592,6,Clock Out,2024-11-05T16:05:00,1.0,1.0,Slinger
593,8,Clock In,2024-11-05T08:24:00,,,Assembler
594,8,Clock Out,2024-11-05T16:24:00,3.0,17.0,Assembler
595,10,Clock In,2024-11-05T08:04:00,,,Steel Fixer
596,10,Clock Out,2024-11-05T15:04:00,7.0,40.0,Steel Fixer
597,11,Clock In,2024-11-05T08:11:00,,,Site Manager
598,11,Clock Out,2024-11-05T18:11:00,2.0,32.0,Site Manager
599,1,Clock In,2024-11-06T08:14:00,,,Shuttering Carpenter
600,1,Clock Out,2024-11-06T18:14:00,3.0,11.0,Shuttering Carpenter
601,2,Clock In,2024-11-06T08:09:00,,,Slinger
602,2,Clock Out,2024-11-06T16:09:00,4.0,28.0,Slinger
603,3,Clock In,2024-11-06T08:03:00,,,Assembler
604,3,Clock Out,2024-11-06T17:03:00,5.0,33.0,Assembler
605,4,Clock In,2024-11-06T08:29:00,,,Assembler
606,4,Clock Out,2024-11-06T15:29:00,4.0,26.0,Assembler
607,5,Clock In,2024-11-06T08:07:00,,,Assembler
608,5,Clock Out,2024-11-06T15:07:00,1.0,35.0,Assembler
609,6,Clock In,2024-11-06T08:09:00,,,Slinger
610,6,Clock Out,2024-11-06T18:09:00,6.0,42.0,Slinger
611,7,Clock In,2024-11-06T08:19:00,,,Assembler
612,7,Clock Out,2024-11-06T17:19:00,2.0,30.0,Assembler
613,8,Clock In,2024-11-06T08:07:00,,,Assembler
614,8,Clock Out,2024-11-06T17:07:00,6.0,28.0,Assembler
615,9,Clock In,2024-11-06T08:25:00,,,Shuttering Carpenter
616,9,Clock Out,2024-11-06T17:25:00,7.0,1.0,Shuttering Carpenter
617,10,Clock In,2024-11-06T08:09:00,,,Steel Fixer
618,10,Clock Out,2024-11-06T17:09:00,6.0,31.0,Steel Fixer
619,1,Clock In,2024-11-07T08:09:00,,,Shuttering Carpenter
620,1,Clock Out,2024-11-07T17:09:00,6.0,26.0,Shuttering Carpenter
621,2,Clock In,2024-11-07T08:05:00,,,Slinger
622,2,Clock Out,2024-11-07T16:05:00,1.0,12.0,Slinger
623,3,Clock In,2024-11-07T08:20:00,,,Assembler
624,3,Clock Out,2024-11-07T17:20:00,3.0,21.0,Assembler
625,5,Clock In,2024-11-07T08:22:00,,,Assembler
626,5,Clock Out,2024-11-07T18:22:00,4.0,19.0,Assembler
627,6,Clock In,2024-11-07T08:23:00,,,Slinger
628,6,Clock Out,2024-11-07T17:23:00,4.0,41.0,Slinger
629,7,Clock In,2024-11-07T08:26:00,,,Assembler
630,7,Clock Out,2024-11-07T17:26:00,5.0,8.0,Assembler
631,9,Clock In,2024-11-07T08:16:00,,,Shuttering Carpenter
632,9,Clock Out,2024-11-07T16:16:00,2.0,42.0,Shuttering Carpenter
633,10,Clock In,2024-11-07T08:28:00,,,Steel Fixer
634,10,Clock Out,2024-11-07T18:28:00,5.0,37.0,Steel Fixer
635,1,Clock In,2024-11-08T08:20:00,,,Shuttering Carpenter
636,1,Clock Out,2024-11-08T15:20:00,6.0,5.0,Shuttering Carpenter
637,2,Clock In,2024-11-08T08:11:00,,,Slinger
638,2,Clock Out,2024-11-08T18:11:00,6.0,17.0,Slinger
639,3,Clock In,2024-11-08T08:29:00,,,Assembler
640,3,Clock Out,2024-11-08T16:29:00,7.0,3.0,Assembler
641,4,Clock In,2024-11-08T08:06:00,,,Assembler
642,4,Clock Out,2024-11-08T18:06:00,6.0,7.0,Assembler
643,5,Clock In,2024-11-08T08:11:00,,,Assembler
644,5,Clock Out,2024-11-08T16:11:00,6.0,11.0,Assembler
645,6,Clock In,2024-11-08T08:23:00,,,Slinger
646,6,Clock Out,2024-11-08T15:23:00,6.0,35.0,Slinger
647,7,Clock In,2024-11-08T08:14:00,,,Assembler
648,7,Clock Out,2024-11-08T17:14:00,2.0,29.0,Assembler
649,8,Clock In,2024-11-08T08:15:00,,,Assembler
650,8,Clock Out,2024-11-08T18:15:00,6.0,34.0,Assembler
651,9,Clock In,2024-11-08T08:00:00,,,Shuttering Carpenter
652,9,Clock Out,2024-11-08T17:00:00,1.0,35.0,Shuttering Carpenter
653,10,Clock In,2024-11-08T08:23:00,,,Steel Fixer
654,10,Clock Out,2024-11-08T15:23:00,2.0,33.0,Steel Fixer
655,11,Clock In,2024-11-08T08:21:00,,,Site Manager
656,11,Clock Out,2024-11-08T16:21:00,2.0,20.0,Site Manager
657,1,Clock In,2024-11-09T08:03:00,,,Shuttering Carpenter
658,1,Clock Out,2024-11-09T15:03:00,5.0,23.0,Shuttering Carpenter
659,2,Clock In,2024-11-09T08:04:00,,,Slinger
660,2,Clock Out,2024-11-09T15:04:00,1.0,2.0,Slinger
661,3,Clock In,2024-11-09T08:28:00,,,Assembler
662,3,Clock Out,2024-11-09T17:28:00,3.0,2.0,Assembler
663,4,Clock In,2024-11-09T08:18:00,,,Assembler
664,4,Clock Out,2024-11-09T16:18:00,7.0,5.0,Assembler
665,5,Clock In,2024-11-09T08:12:00,,,Assembler
666,5,Clock Out,2024-11-09T16:12:00,1.0,4.0,Assembler
667,6,Clock In,2024-11-09T08:16:00,,,Slinger
668,6,Clock Out,2024-11-09T16:16:00,2.0,5.0,Slinger
669,7,Clock In,2024-11-09T08:23:00,,,Assembler
670,7,Clock Out,2024-11-09T17:23:00,1.0,24.0,Assembler
671,8,Clock In,2024-11-09T08:28:00,,,Assembler
672,8,Clock Out,2024-11-09T18:28:00,1.0,37.0,Assembler
673,9,Clock In,2024-11-09T08:19:00,,,Shuttering Carpenter
674,9,Clock Out,2024-11-09T15:19:00,3.0,6.0,Shuttering Carpenter
675,10,Clock In,2024-11-09T08:24:00,,,Steel Fixer
676,10,Clock Out,2024-11-09T18:24:00,5.0,20.0,Steel Fixer
677,11,Clock In,2024-11-09T08:06:00,,,Site Manager
678,11,Clock Out,2024-11-09T18:06:00,5.0,16.0,Site Manager
679,1,Clock In,2024-11-10T08:17:00,,,Shuttering Carpenter
680,1,Clock Out,2024-11-10T17:17:00,6.0,16.0,Shuttering Carpenter
681,2,Clock In,2024-11-10T08:05:00,,,Slinger
682,2,Clock Out,2024-11-10T18:05:00,3.0,5.0,Slinger
683,4,Clock In,2024-11-10T08:13:00,,,Assembler
684,4,Clock Out,2024-11-10T17:13:00,5.0,15.0,Assembler
685,5,Clock In,2024-11-10T08:25:00,,,Assembler
686,5,Clock Out,2024-11-10T18:25:00,5.0,34.0,Assembler
687,6,Clock In,2024-11-10T08:25:00,,,Slinger
688,6,Clock Out,2024-11-10T16:25:00,2.0,38.0,Slinger
689,7,Clock In,2024-11-10T08:27:00,,,Assembler
690,7,Clock Out,2024-11-10T17:27:00,6.0,20.0,Assembler
691,8,Clock In,2024-11-10T08:04:00,,,Assembler
692,8,Clock Out,2024-11-10T17:04:00,5.0,34.0,Assembler
693,9,Clock In,2024-11-10T08:19:00,,,Shuttering Carpenter
694,9,Clock Out,2024-11-10T18:19:00,2.0,29.0,Shuttering Carpenter
695,10,Clock In,2024-11-10T08:25:00,,,Steel Fixer
696,10,Clock Out,2024-11-10T18:25:00,1.0,7.0,Steel Fixer
697,11,Clock In,2024-11-10T08:16:00,,,Site Manager
698,11,Clock Out,2024-11-10T15:16:00,7.0,25.0,Site Manager
699,1,Clock In,2024-11-11T08:11:00,,,Shuttering Carpenter
700,1,Clock Out,2024-11-11T16:11:00,6.0,22.0,Shuttering Carpenter
701,3,Clock In,2024-11-11T08:05:00,,,Assembler
702,3,Clock Out,2024-11-11T15:05:00,7.0,41.0,Assembler
703,4,Clock In,2024-11-11T08:09:00,,,Assembler
704,4,Clock Out,2024-11-11T16:09:00,5.0,40.0,Assembler
705,5,Clock In,2024-11-11T08:04:00,,,Assembler
706,5,Clock Out,2024-11-11T15:04:00,3.0,12.0,Assembler
707,6,Clock In,2024-11-11T08:28:00,,,Slinger
708,6,Clock Out,2024-11-11T16:28:00,5.0,29.0,Slinger
709,9,Clock In,2024-11-11T08:27:00,,,Shuttering Carpenter
710,9,Clock Out,2024-11-11T17:27:00,3.0,17.0,Shuttering Carpenter
711,11,Clock In,2024-11-11T08:14:00,,,Site Manager
712,11,Clock Out,2024-11-11T16:14:00,7.0,10.0,Site Manager
713,1,Clock In,2024-11-12T08:12:00,,,Shuttering Carpenter
714,1,Clock Out,2024-11-12T17:12:00,2.0,35.0,Shuttering Carpenter
715,2,Clock In,2024-11-12T08:04:00,,,Slinger
716,2,Clock Out,2024-11-12T15:04:00,1.0,35.0,Slinger
717,3,Clock In,2024-11-12T08:24:00,,,Assembler
718,3,Clock Out,2024-11-12T15:24:00,1.0,29.0,Assembler
719,6,Clock In,2024-11-12T08:26:00,,,Slinger
720,6,Clock Out,2024-11-12T18:26:00,6.0,27.0,Slinger
721,8,Clock In,2024-11-12T08:29:00,,,Assembler
722,8,Clock Out,2024-11-12T18:29:00,4.0,29.0,Assembler
723,9,Clock In,2024-11-12T08:17:00,,,Shuttering Carpenter
724,9,Clock Out,2024-11-12T17:17:00,3.0,38.0,Shuttering Carpenter
725,10,Clock In,2024-11-12T08:03:00,,,Steel Fixer
726,10,Clock Out,2024-11-12T15:03:00,2.0,35.0,Steel Fixer
727,11,Clock In,2024-11-12T08:20:00,,,Site Manager
728,11,Clock Out,2024-11-12T15:20:00,5.0,6.0,Site Manager
729,1,Clock In,2024-11-13T08:16:00,,,Shuttering Carpenter
730,1,Clock Out,2024-11-13T18:16:00,5.0,36.0,Shuttering Carpenter
731,2,Clock In,2024-11-13T08:14:00,,,Slinger
732,2,Clock Out,2024-11-13T15:14:00,7.0,13.0,Slinger
733,3,Clock In,2024-11-13T08:12:00,,,Assembler
734,3,Clock Out,2024-11-13T18:12:00,2.0,35.0,Assembler
735,4,Clock In,2024-11-13T08:20:00,,,Assembler
736,4,Clock Out,2024-11-13T16:20:00,5.0,17.0,Assembler
737,5,Clock In,2024-11-13T08:23:00,,,Assembler
738,5,Clock Out,2024-11-13T15:23:00,2.0,30.0,Assembler
739,6,Clock In,2024-11-13T08:07:00,,,Slinger
740,6,Clock Out,2024-11-13T15:07:00,6.0,12.0,Slinger
741,8,Clock In,2024-11-13T08:07:00,,,Assembler
742,8,Clock Out,2024-11-13T18:07:00,5.0,37.0,Assembler
743,9,Clock In,2024-11-13T08:00:00,,,Shuttering Carpenter
744,9,Clock Out,2024-11-13T17:00:00,7.0,16.0,Shuttering Carpenter
745,10,Clock In,2024-11-13T08:26:00,,,Steel Fixer
746,10,Clock Out,2024-11-13T16:26:00,7.0,3.0,Steel Fixer
747,11,Clock In,2024-11-13T08:28:00,,,Site Manager
748,11,Clock Out,2024-11-13T18:28:00,3.0,41.0,Site Manager
749,1,Clock In,2024-11-14T08:13:00,,,Shuttering Carpenter
750,1,Clock Out,2024-11-14T18:13:00,1.0,23.0,Shuttering Carpenter
751,2,Clock In,2024-11-14T08:12:00,,,Slinger
752,2,Clock Out,2024-11-14T18:12:00,1.0,19.0,Slinger
753,3,Clock In,2024-11-14T08:05:00,,,Assembler
754,3,Clock Out,2024-11-14T17:05:00,7.0,16.0,Assembler
755,4,Clock In,2024-11-14T08:24:00,,,Assembler
756,4,Clock Out,2024-11-14T16:24:00,2.0,1.0,Assembler
757,5,Clock In,2024-11-14T08:29:00,,,Assembler
758,5,Clock Out,2024-11-14T17:29:00,7.0,13.0,Assembler
759,6,Clock In,2024-11-14T08:22:00,,,Slinger
760,6,Clock Out,2024-11-14T15:22:00,1.0,9.0,Slinger
761,7,Clock In,2024-11-14T08:18:00,,,Assembler
762,7,Clock Out,2024-11-14T16:18:00,3.0,30.0,Assembler
763,10,Clock In,2024-11-14T08:00:00,,,Steel Fixer
764,10,Clock Out,2024-11-14T15:00:00,3.0,27.0,Steel Fixer
765,11,Clock In,2024-11-14T08:09:00,,,Site Manager
766,11,Clock Out,2024-11-14T16:09:00,4.0,38.0,Site Manager
767,1,Clock In,2024-11-15T08:05:00,,,Shuttering Carpenter
768,1,Clock Out,2024-11-15T17:05:00,4.0,18.0,Shuttering Carpenter
769,2,Clock In,2024-11-15T08:12:00,,,Slinger
770,2,Clock Out,2024-11-15T17:12:00,7.0,37.0,Slinger
771,3,Clock In,2024-11-15T08:02:00,,,Assembler
772,3,Clock Out,2024-11-15T16:02:00,5.0,8.0,Assembler
773,5,Clock In,2024-11-15T08:14:00,,,Assembler
774,5,Clock Out,2024-11-15T16:14:00,1.0,26.0,Assembler
775,6,Clock In,2024-11-15T08:27:00,,,Slinger
776,6,Clock Out,2024-11-15T16:27:00,4.0,18.0,Slinger
777,7,Clock In,2024-11-15T08:01:00,,,Assembler
778,7,Clock Out,2024-11-15T16:01:00,7.0,3.0,Assembler
779,8,Clock In,2024-11-15T08:27:00,,,Assembler
780,8,Clock Out,2024-11-15T17:27:00,5.0,20.0,Assembler
781,9,Clock In,2024-11-15T08:29:00,,,Shuttering Carpenter
782,9,Clock Out,2024-11-15T16:29:00,7.0,5.0,Shuttering Carpenter
783,10,Clock In,2024-11-15T08:27:00,,,Steel Fixer
784,10,Clock Out,2024-11-15T17:27:00,4.0,6.0,Steel Fixer
785,11,Clock In,2024-11-15T08:15:00,,,Site Manager
786,11,Clock Out,2024-11-15T17:15:00,2.0,40.0,Site Manager
787,1,Clock In,2024-11-16T08:13:00,,,Shuttering Carpenter
788,1,Clock Out,2024-11-16T17:13:00,6.0,22.0,Shuttering Carpenter
789,2,Clock In,2024-11-16T08:13:00,,,Slinger
790,2,Clock Out,2024-11-16T15:13:00,2.0,33.0,Slinger
791,3,Clock In,2024-11-16T08:07:00,,,Assembler
792,3,Clock Out,2024-11-16T15:07:00,2.0,35.0,Assembler
793,4,Clock In,2024-11-16T08:09:00,,,Assembler
794,4,Clock Out,2024-11-16T18:09:00,7.0,14.0,Assembler
795,5,Clock In,2024-11-16T08:30:00,,,Assembler
796,5,Clock Out,2024-11-16T15:30:00,6.0,7.0,Assembler
797,6,Clock In,2024-11-16T08:01:00,,,Slinger
798,6,Clock Out,2024-11-16T18:01:00,2.0,22.0,Slinger
799,7,Clock In,2024-11-16T08:21:00,,,Assembler
800,7,Clock Out,2024-11-16T17:21:00,7.0,18.0,Assembler
801,9,Clock In,2024-11-16T08:14:00,,,Shuttering Carpenter
802,9,Clock Out,2024-11-16T15:14:00,2.0,24.0,Shuttering Carpenter
803,10,Clock In,2024-11-16T08:30:00,,,Steel Fixer
804,10,Clock Out,2024-11-16T18:30:00,4.0,41.0,Steel Fixer
805,1,Clock In,2024-11-17T08:23:00,,,Shuttering Carpenter
806,1,Clock Out,2024-11-17T16:23:00,3.0,30.0,Shuttering Carpenter
807,2,Clock In,2024-11-17T08:23:00,,,Slinger
808,2,Clock Out,2024-11-17T16:23:00,5.0,23.0,Slinger
809,3,Clock In,2024-11-17T08:07:00,,,Assembler
810,3,Clock Out,2024-11-17T18:07:00,2.0,18.0,Assembler
811,5,Clock In,2024-11-17T08:16:00,,,Assembler
812,5,Clock Out,2024-11-17T15:16:00,5.0,19.0,Assembler
813,6,Clock In,2024-11-17T08:03:00,,,Slinger
814,6,Clock Out,2024-11-17T17:03:00,3.0,4.0,Slinger
815,7,Clock In,2024-11-17T08:19:00,,,Assembler
816,7,Clock Out,2024-11-17T17:19:00,1.0,41.0,Assembler
817,8,Clock In,2024-11-17T08:18:00,,,Assembler
818,8,Clock Out,2024-11-17T16:18:00,1.0,10.0,Assembler
819,9,Clock In,2024-11-17T08:13:00,,,Shuttering Carpenter
820,9,Clock Out,2024-11-17T16:13:00,2.0,12.0,Shuttering Carpenter
821,10,Clock In,2024-11-17T08:12:00,,,Steel Fixer
